10000,0.111614,0.819489,0.068895
10001,0.066627,0.799027,0.134346
10002,0.024733,0.632071,0.343196
10003,0.894166,0.10115,0.004684
10004,0.058307,0.903376,0.038317
10005,0.165709,0.747075,0.087217
10006,0.029009,0.82441,0.146581
10007,0.619213,0.367927,0.01286
10008,0.211313,0.650568,0.13812
10009,0.142469,0.834664,0.022867
10010,0.023721,0.073739,0.90254
10011,0.035932,0.141319,0.822749
10012,0.074121,0.867907,0.057972
10013,0.032549,0.234527,0.732924
10014,0.136561,0.830404,0.033035
10015,0.067676,0.313362,0.618962
10016,0.068918,0.596731,0.334351
10017,0.012618,0.402907,0.584475
10018,0.1054,0.323473,0.571128
10019,0.063769,0.892756,0.043474
10020,0.03824,0.584144,0.377616
10021,0.052954,0.4706,0.476446
10022,0.146579,0.487907,0.365514
10023,0.169529,0.640427,0.190045
10024,0.025977,0.126945,0.847078
10025,0.136858,0.84362,0.019521
10026,0.231936,0.365028,0.403036
10027,0.091558,0.835216,0.073226
10028,0.018161,0.468678,0.513161
10029,0.778014,0.201754,0.020233
10030,0.05285,0.223887,0.723262
10031,0.046698,0.285552,0.667749
10032,0.068698,0.670072,0.26123
10033,0.084625,0.883538,0.031837
10034,0.043056,0.874442,0.082502
10035,0.016467,0.60882,0.374713
10036,0.225142,0.700823,0.074035
10037,0.262022,0.629587,0.108391
10038,0.047922,0.900647,0.05143
10039,0.899287,0.098546,0.002168
10040,0.098744,0.153017,0.748239
10041,0.156664,0.825143,0.018193
10042,0.052679,0.292596,0.654726
10043,0.079238,0.863927,0.056835
10044,0.286552,0.552474,0.160974
10045,0.280961,0.692844,0.026195
10046,0.547144,0.43637,0.016485
10047,0.293728,0.67854,0.027732
10048,0.089564,0.807362,0.103074
10049,0.036415,0.483099,0.480486
10050,0.059127,0.886195,0.054678
10051,0.012321,0.595608,0.392071
10052,0.026752,0.399628,0.57362
10053,0.049659,0.213489,0.736852
10054,0.021942,0.694257,0.283801
10055,0.324089,0.413228,0.262683
10056,0.078232,0.883131,0.038636
10057,0.137952,0.81172,0.050327
10058,0.649909,0.34557,0.004522
10059,0.007867,0.350656,0.641478
10060,0.299748,0.686737,0.013515
10061,0.139307,0.804751,0.055942
10062,0.060926,0.229541,0.709533
10063,0.083396,0.879036,0.037568
10064,0.11981,0.85093,0.02926
10065,0.171133,0.316165,0.512701
10066,0.020074,0.078005,0.901921
10067,0.473556,0.504712,0.021732
10068,0.122387,0.688248,0.189366
10069,0.689621,0.293488,0.016892
10070,0.217477,0.769302,0.013222
10071,0.089334,0.83767,0.072996
10072,0.011671,0.212921,0.775408
10073,0.164263,0.811999,0.023738
10074,0.132913,0.821537,0.045551
10075,0.170527,0.81169,0.017783
10076,0.017819,0.098892,0.883289
10077,0.055843,0.254746,0.689411
10078,0.548107,0.442102,0.009791
10079,0.024343,0.112554,0.863103
10080,0.057551,0.216701,0.725748
10081,0.535044,0.454196,0.01076
10082,0.184234,0.700733,0.115033
10083,0.021593,0.099961,0.878446
10084,0.451213,0.447993,0.100795
10085,0.134657,0.787566,0.077778
10086,0.070092,0.835678,0.09423
10087,0.101682,0.859868,0.03845
10088,0.042703,0.166454,0.790843
10089,0.012542,0.78642,0.201037
10090,0.13418,0.662558,0.203262
10091,0.050951,0.768648,0.180401
10092,0.093706,0.556689,0.349604
10093,0.080713,0.842803,0.076484
10094,0.119612,0.472018,0.408371
10095,0.01698,0.187449,0.795571
10096,0.723546,0.267151,0.009304
10097,0.150629,0.64988,0.19949
10098,0.145741,0.817028,0.037231
10099,0.131395,0.7346,0.134004
10100,0.016496,0.338757,0.644747
10101,0.124155,0.826029,0.049816
10102,0.090859,0.57119,0.337951
10103,0.019904,0.06775,0.912346
10104,0.051662,0.538879,0.40946
10105,0.031011,0.171578,0.797411
10106,0.02188,0.110709,0.867412
10107,0.035303,0.283654,0.681044
10108,0.094622,0.855809,0.049569
10109,0.014095,0.561862,0.424043
10110,0.043044,0.121814,0.835143
10111,0.182154,0.762741,0.055104
10112,0.026896,0.226831,0.746274
10113,0.056704,0.231895,0.711401
10114,0.255417,0.719649,0.024935
10115,0.026769,0.123983,0.849248
10116,0.209401,0.764453,0.026146
10117,0.573703,0.398941,0.027356
10118,0.145816,0.831959,0.022225
10119,0.650597,0.322961,0.026442
10120,0.700972,0.296115,0.002912
10121,0.061991,0.391575,0.546433
10122,0.1282,0.735242,0.136559
10123,0.362822,0.625065,0.012113
10124,0.106682,0.868819,0.0245
10125,0.040631,0.390686,0.568683
10126,0.052344,0.893624,0.054033
10127,0.032468,0.415296,0.552237
10128,0.134895,0.604766,0.260339
10129,0.034051,0.637941,0.328007
10130,0.077317,0.713495,0.209189
10131,0.07206,0.876133,0.051807
10132,0.285108,0.695598,0.019294
10133,0.082723,0.850235,0.067042
10134,0.026471,0.162845,0.810685
10135,0.026651,0.466825,0.506524
10136,0.785748,0.203499,0.010754
10137,0.302302,0.361203,0.336494
10138,0.084476,0.863864,0.051661
10139,0.030025,0.504233,0.465741
10140,0.102036,0.677405,0.220559
10141,0.337988,0.638043,0.023969
10142,0.085721,0.86549,0.048789
10143,0.043768,0.233875,0.722357
10144,0.076455,0.891155,0.032391
10145,0.094495,0.285575,0.61993
10146,0.147864,0.696664,0.155472
10147,0.038283,0.903795,0.057922
10148,0.050659,0.267272,0.682068
10149,0.025096,0.638295,0.336609
10150,0.098606,0.766339,0.135055
10151,0.054547,0.554653,0.390799
10152,0.024631,0.390254,0.585115
10153,0.028706,0.603087,0.368207
10154,0.90586,0.092208,0.001932
10155,0.066475,0.844186,0.08934
10156,0.162105,0.750232,0.087663
10157,0.547386,0.445536,0.007078
10158,0.174036,0.788064,0.037899
10159,0.903739,0.091956,0.004306
10160,0.032143,0.877455,0.090402
10161,0.023474,0.100574,0.875953
10162,0.90304,0.083353,0.013607
10163,0.070982,0.696383,0.232635
10164,0.035932,0.177178,0.78689
10165,0.018988,0.06959,0.911421
10166,0.598443,0.380212,0.021345
10167,0.064558,0.56746,0.367982
10168,0.049363,0.811703,0.138935
10169,0.640992,0.340026,0.018982
10170,0.039583,0.085007,0.87541
10171,0.68583,0.277377,0.036793
10172,0.02622,0.336012,0.637767
10173,0.228985,0.499374,0.271641
10174,0.025256,0.118137,0.856607
10175,0.375269,0.528783,0.095948
10176,0.068482,0.831129,0.10039
10177,0.083562,0.841775,0.074662
10178,0.197133,0.727882,0.074985
10179,0.020464,0.103907,0.875629
10180,0.117015,0.791262,0.091722
10181,0.024127,0.279243,0.69663
10182,0.249119,0.731078,0.019803
10183,0.022422,0.093773,0.883806
10184,0.29379,0.698836,0.007375
10185,0.038612,0.448501,0.512887
10186,0.514637,0.471167,0.014197
10187,0.040343,0.120248,0.839409
10188,0.026263,0.270669,0.703068
10189,0.027784,0.429655,0.542561
10190,0.393728,0.602778,0.003493
10191,0.603145,0.36667,0.030184
10192,0.030473,0.832934,0.136593
10193,0.937716,0.060094,0.002191
10194,0.109399,0.804604,0.085997
10195,0.021282,0.222158,0.75656
10196,0.14574,0.808544,0.045715
10197,0.170674,0.6766,0.152725
10198,0.251691,0.707601,0.040708
10199,0.287766,0.693889,0.018345
10200,0.074505,0.831374,0.094121
10201,0.056541,0.891801,0.051658
10202,0.013427,0.214279,0.772293
10203,0.015856,0.598008,0.386136
10204,0.032648,0.850714,0.116638
10205,0.600283,0.358227,0.04149
10206,0.182031,0.791342,0.026627
10207,0.206348,0.780216,0.013437
10208,0.071966,0.830055,0.097978
10209,0.042432,0.804665,0.152902
10210,0.051808,0.331218,0.616974
10211,0.051091,0.899892,0.049017
10212,0.141316,0.799683,0.059002
10213,0.370443,0.572964,0.056593
10214,0.061319,0.885054,0.053627
10215,0.041388,0.379723,0.57889
10216,0.117651,0.754428,0.127921
10217,0.211794,0.759462,0.028744
10218,0.052552,0.900305,0.047142
10219,0.916474,0.079542,0.003984
10220,0.045056,0.189764,0.76518
10221,0.447291,0.52357,0.02914
10222,0.025255,0.076803,0.897942
10223,0.033828,0.266047,0.700125
10224,0.091736,0.377343,0.530921
10225,0.040553,0.385885,0.573562
10226,0.022559,0.055509,0.921932
10227,0.007303,0.311335,0.681362
10228,0.25003,0.730434,0.019536
10229,0.093854,0.825783,0.080362
10230,0.131858,0.799544,0.068597
10231,0.079532,0.794264,0.126204
10232,0.037042,0.43166,0.531298
10233,0.850578,0.141148,0.008274
10234,0.108479,0.755032,0.136489
10235,0.090527,0.787478,0.121995
10236,0.027493,0.077891,0.894616
10237,0.018909,0.254529,0.726562
10238,0.120619,0.857828,0.021553
10239,0.100555,0.79849,0.100955
10240,0.032991,0.232262,0.734747
10241,0.09911,0.700243,0.200647
10242,0.138543,0.619636,0.24182
10243,0.702936,0.295641,0.001423
10244,0.026072,0.205853,0.768075
10245,0.039526,0.4108,0.549674
10246,0.094178,0.673369,0.232453
10247,0.846073,0.142234,0.011693
10248,0.080927,0.451951,0.467122
10249,0.101438,0.778616,0.119945
10250,0.027681,0.537425,0.434894
10251,0.146283,0.779568,0.074149
10252,0.042081,0.706746,0.251173
10253,0.244375,0.734329,0.021296
10254,0.018948,0.270782,0.710271
10255,0.048964,0.878478,0.072557
10256,0.043678,0.79965,0.156672
10257,0.024052,0.212284,0.763665
10258,0.056059,0.739145,0.204796
10259,0.031762,0.242264,0.725973
10260,0.048225,0.136512,0.815263
10261,0.216987,0.601595,0.181418
10262,0.100004,0.861187,0.038809
10263,0.306468,0.640452,0.053079
10264,0.077443,0.881326,0.041231
10265,0.012977,0.482159,0.504865
10266,0.052999,0.881725,0.065276
10267,0.101715,0.836302,0.061982
10268,0.206936,0.72897,0.064094
10269,0.267523,0.714788,0.017688
10270,0.847583,0.145678,0.006739
10271,0.154358,0.810848,0.034794
10272,0.041632,0.837265,0.121103
10273,0.047439,0.903604,0.048956
10274,0.897043,0.100764,0.002193
10275,0.688249,0.306156,0.005594
10276,0.068418,0.88479,0.046792
10277,0.1863,0.438978,0.374723
10278,0.475018,0.406407,0.118575
10279,0.016429,0.342209,0.641362
10280,0.079318,0.782068,0.138614
10281,0.69358,0.28277,0.023651
10282,0.166542,0.319335,0.514123
10283,0.206258,0.763502,0.03024
10284,0.066617,0.328661,0.604721
10285,0.019457,0.115187,0.865355
10286,0.102222,0.425368,0.47241
10287,0.083382,0.817978,0.09864
10288,0.046031,0.674419,0.279549
10289,0.011376,0.293082,0.695542
10290,0.04646,0.558495,0.395045
10291,0.113092,0.840295,0.046613
10292,0.017924,0.566402,0.415674
10293,0.364559,0.622656,0.012785
10294,0.165199,0.557041,0.27776
10295,0.053067,0.823117,0.123816
10296,0.084865,0.835006,0.080129
10297,0.548726,0.445879,0.005394
10298,0.292428,0.605342,0.10223
10299,0.10088,0.84625,0.05287
10300,0.325622,0.646386,0.027992
10301,0.119544,0.4909,0.389556
10302,0.015862,0.147726,0.836413
10303,0.113104,0.466701,0.420195
10304,0.035193,0.375482,0.589325
10305,0.597352,0.400606,0.002043
10306,0.088931,0.861803,0.049265
10307,0.584155,0.385814,0.030032
10308,0.027207,0.094907,0.877886
10309,0.032396,0.645768,0.321837
10310,0.014525,0.185734,0.799741
10311,0.076519,0.397721,0.52576
10312,0.087149,0.866675,0.046177
10313,0.051098,0.292173,0.656729
10314,0.07504,0.866558,0.058402
10315,0.037507,0.357725,0.604768
10316,0.023213,0.512396,0.46439
10317,0.079542,0.888831,0.031627
10318,0.072032,0.441214,0.486754
10319,0.048848,0.903089,0.048064
10320,0.117756,0.795847,0.086397
10321,0.114875,0.537365,0.347759
10322,0.026331,0.119135,0.854534
10323,0.02018,0.243138,0.736682
10324,0.039238,0.903568,0.057194
10325,0.111155,0.122011,0.766833
10326,0.046117,0.154647,0.799236
10327,0.258621,0.363573,0.377806
10328,0.055454,0.901057,0.043488
10329,0.095039,0.794933,0.110028
10330,0.02815,0.192744,0.779106
10331,0.083476,0.878348,0.038176
10332,0.023051,0.132825,0.844124
10333,0.025826,0.055974,0.9182
10334,0.081519,0.777445,0.141035
10335,0.106245,0.310775,0.582981
10336,0.438163,0.476489,0.085349
10337,0.212406,0.736841,0.050754
10338,0.12261,0.83545,0.04194
10339,0.670084,0.295016,0.034901
10340,0.80021,0.196016,0.003774
10341,0.416974,0.497505,0.085521
10342,0.08676,0.219173,0.694068
10343,0.299382,0.481482,0.219136
10344,0.050604,0.172169,0.777228
10345,0.010981,0.179944,0.809075
10346,0.060913,0.424034,0.515053
10347,0.055837,0.893138,0.051025
10348,0.017259,0.252053,0.730687
10349,0.140817,0.832546,0.026637
10350,0.047263,0.129839,0.822898
10351,0.083248,0.528946,0.387806
10352,0.520305,0.4497,0.029995
10353,0.021837,0.137731,0.840432
10354,0.109203,0.743945,0.146851
10355,0.116846,0.799606,0.083548
10356,0.020401,0.360429,0.61917
10357,0.570363,0.424234,0.005403
10358,0.467527,0.328746,0.203727
10359,0.038788,0.897859,0.063353
10360,0.225067,0.733236,0.041697
10361,0.043318,0.641864,0.314818
10362,0.091124,0.862335,0.04654
10363,0.090912,0.795977,0.113112
10364,0.596711,0.388209,0.01508
10365,0.192577,0.593015,0.214408
10366,0.030352,0.13209,0.837557
10367,0.730934,0.217218,0.051849
10368,0.019846,0.757634,0.22252
10369,0.092691,0.742529,0.16478
10370,0.686057,0.295113,0.01883
10371,0.636829,0.348934,0.014238
10372,0.047753,0.903317,0.04893
10373,0.141671,0.457134,0.401193
10374,0.02894,0.727251,0.243809
10375,0.066682,0.880169,0.053148
10376,0.716445,0.266138,0.017416
10377,0.028046,0.188503,0.783451
10378,0.0221,0.05656,0.92134
10379,0.019262,0.125868,0.854869
10380,0.194397,0.747523,0.058079
10381,0.039946,0.113905,0.846148
10382,0.305446,0.618672,0.075883
10383,0.087428,0.864258,0.048315
10384,0.737862,0.26012,0.002018
10385,0.912316,0.084213,0.003471
10386,0.032678,0.102313,0.865008
10387,0.053349,0.88433,0.062322
10388,0.155582,0.797966,0.046451
10389,0.032633,0.765122,0.202246
10390,0.049845,0.894154,0.056001
10391,0.018739,0.294496,0.686765
10392,0.073332,0.491495,0.435173
10393,0.028999,0.078071,0.89293
10394,0.031502,0.174705,0.793793
10395,0.095288,0.77917,0.125542
10396,0.811501,0.184563,0.003936
10397,0.061497,0.776577,0.161926
10398,0.468886,0.487028,0.044086
10399,0.021556,0.152278,0.826167
10400,0.079215,0.866083,0.054702
10401,0.241666,0.74672,0.011614
10402,0.857746,0.125986,0.016268
10403,0.016022,0.178669,0.80531
10404,0.098148,0.688322,0.21353
10405,0.871806,0.122296,0.005897
10406,0.101011,0.864035,0.034954
10407,0.783922,0.210163,0.005915
10408,0.363559,0.620783,0.015657
10409,0.158977,0.793388,0.047634
10410,0.104517,0.854554,0.04093
10411,0.064698,0.874602,0.0607
10412,0.207447,0.695344,0.097209
10413,0.116857,0.85,0.033143
10414,0.045542,0.302554,0.651903
10415,0.201493,0.77236,0.026147
10416,0.030828,0.095519,0.873652
10417,0.244096,0.630705,0.1252
10418,0.03573,0.864549,0.099721
10419,0.032257,0.269144,0.698599
10420,0.766911,0.212572,0.020518
10421,0.08028,0.886653,0.033067
10422,0.118501,0.833515,0.047984
10423,0.083368,0.854074,0.062557
10424,0.020506,0.069016,0.910479
10425,0.310728,0.649064,0.040208
10426,0.107119,0.705383,0.187498
10427,0.022448,0.747821,0.22973
10428,0.018523,0.159228,0.82225
10429,0.126547,0.669183,0.204269
10430,0.032621,0.368092,0.599288
10431,0.741652,0.238066,0.020282
10432,0.025204,0.135371,0.839425
10433,0.047835,0.872999,0.079167
10434,0.017124,0.065054,0.917822
10435,0.038614,0.295377,0.666009
10436,0.086727,0.832907,0.080366
10437,0.068516,0.731871,0.199613
10438,0.024688,0.121746,0.853567
10439,0.050991,0.177355,0.771653
10440,0.087484,0.143458,0.769058
10441,0.030841,0.687995,0.281164
10442,0.013607,0.385476,0.600917
10443,0.024002,0.193906,0.782092
10444,0.074462,0.867046,0.058493
10445,0.574788,0.184377,0.240835
10446,0.666721,0.305563,0.027716
10447,0.101195,0.82984,0.068965
10448,0.026881,0.151791,0.821328
10449,0.199288,0.544886,0.255826
10450,0.100761,0.481263,0.417975
10451,0.731229,0.231183,0.037588
10452,0.04854,0.902916,0.048544
10453,0.314345,0.670774,0.014881
10454,0.169305,0.785323,0.045372
10455,0.107929,0.813915,0.078157
10456,0.074943,0.758721,0.166335
10457,0.044554,0.266078,0.689368
10458,0.20486,0.669847,0.125293
10459,0.020747,0.052406,0.926848
10460,0.30503,0.663603,0.031367
10461,0.792825,0.186429,0.020746
10462,0.043442,0.233063,0.723494
10463,0.049252,0.90198,0.048769
10464,0.031871,0.225078,0.74305
10465,0.012152,0.194871,0.792977
10466,0.097376,0.447921,0.454703
10467,0.392522,0.586629,0.020849
10468,0.111802,0.640094,0.248104
10469,0.025802,0.087058,0.88714
10470,0.165098,0.556624,0.278278
10471,0.0427,0.357762,0.599539
10472,0.431817,0.51414,0.054043
10473,0.050512,0.766634,0.182854
10474,0.043421,0.226165,0.730414
10475,0.161959,0.726919,0.111123
10476,0.124631,0.200461,0.674908
10477,0.02646,0.102868,0.870672
10478,0.033096,0.201455,0.765449
10479,0.177622,0.746704,0.075674
10480,0.043179,0.833069,0.123751
10481,0.036536,0.073093,0.890371
10482,0.094233,0.264937,0.64083
10483,0.056328,0.433024,0.510648
10484,0.045591,0.79333,0.161078
10485,0.066466,0.354232,0.579302
10486,0.366851,0.618223,0.014927
10487,0.488361,0.425021,0.086619
10488,0.037512,0.73805,0.224439
